Over,ScoreA,ScoreB
1,7/0,1/0
2,8/1,1/0
3,8/1,4/0
4,27/1,5/0
5,39/1,9/0
6,44/2,14/0
7,49/2,16/0
8,49/3,18/0
9,54/4,24/0
10,57/4,27/0
11,66/4,32/0
12,67/6,36/0
13,76/6,44/0
14,79/6,46/0
15,82/6,50/0
16,82/6,55/0
17,84/6,57/0
18,89/7,60/0
19,94/8,60/0
20,95/10,63/0
21,67/0,nil
1.86,28,nil
6,3.31,nil
84,23,nil
2.60,1.69,nil
78/1,5,nil
17,72,nil
3.28,3.80,nil
26,87/2,nil
0.80,8,nil
5,3.40,nil
54,28,nil
5.33*,-*,nil
