Over,ScoreA,ScoreB
1,10/0,7/0
2,13/0,17/0
3,29/0,33/0
4,31/1,40/0
5,36/1,56/0
6,42/1,65/0
7,50/1,75/1
8,53/1,84/1
9,60/1,97/1
10,70/1,103/1
11,79/1,107/2
12,90/1,114/2
13,96/1,125/2
14,108/1,132/2
15,113/2,139/2
16,119/2,144/2
17,125/3,156/2
18,137/3,162/2
19,144/4,167/3
20,160/4,176/3
21,172/5,183/3
22,182/5,187/3
23,187/8,188/3
