Over,ScoreA,ScoreB
1,1/0,1/0
2,4/0,14/0
3,12/0,15/2
4,17/0,17/2
5,21/0,18/2
6,27/0,23/2
7,27/1,27/3
8,32/1,31/3
9,34/1,31/4
10,37/1,40/4
11,38/1,41/4
12,38/1,45/4
13,40/1,55/4
14,44/1,56/5
15,51/1,60/5
16,57/1,63/6
17,63/1,69/6
18,67/1,73/6
19,72/1,78/7
20,74/1,83/7
21,82/2,84/7
22,83/2,85/8
23,85/2,87/8
24,92/2,90/9
25,100/2,96/10
26,105/2,nil
27,111/3,nil
28,116/3,nil
29,119/3,nil
