Over,ScoreA,ScoreB
1,7/0,6/0
2,23/0,10/0
3,31/0,14/0
4,31/1,18/0
5,33/1,24/0
6,33/2,34/0
7,39/3,40/0
8,41/4,51/0
9,41/4,64/0
10,47/4,78/0
11,48/4,84/0
12,53/4,95/0
13,56/4,100/0
14,60/4,103/0
15,60/5,105/0
16,67/5,116/0
17,73/5,121/1
18,75/5,132/1
19,77/5,132/1
20,79/6,139/1
21,83/6,nil
22,89/6,nil
23,98/6,nil
24,107/7,nil
25,112/7,nil
26,113/8,nil
27,116/8,nil
28,121/8,nil
29,122/8,nil
30,123/8,nil
31,126/8,nil
32,131/8,nil
33,136/9,nil
34,138/10,nil
